Almacenamiento interno,Capacidad,Cámara,Descripcion,Direccion,Fecha,Marca,Megapíxeles,Modelo del procesador,NFC,Núcleos del procesador,Número de artículo,Precio,Pulgadas,Sistema operativo,Tamaño,Tecnología de imagen,Tipo,Velocidad 
256 GB ,,Sí ,"Móvil - iPhone 8, 256GB, Red 4G LTE, Pantalla Retina HD de 4.7"", 12 Mpx, Gris espacial",https://tiendas.mediamarkt.es/p/movil-iphone-8-256gb-red-4g-lte-pantalla-1376796#specifications,08/25/18 - 18:42:49,Apple,,,,6 ,1376796.0,935.0,4.7 ,iOS ,"De 4” a 4,9” ","True Tone, IPS ",,
16 ,1 GB ,Sí ,"Móvil - Alcatel 1C, 5.3"", Dual Sim, Mediatek MT6580M, 16 GB, 13 MP + 8 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-alcatel-1c-mediatek-dorado-1416433#specifications,08/25/18 - 18:42:51,Alcatel,,,,4 ,1416433.0,84.99,5.3 ,Android ,,,,
64 GB ,3500 mAh ,Sí ,"Móvil - Samsung Galaxy S8+ SMARTgirl, 6.2'', 4G, 12 MP, 64 GB, Rosa + Funda Swarovski",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-s8-smartgirl-6.2-4g-1383866#specifications,08/25/18 - 18:42:52,Samsung,,,,8 ,1383866.0,589.0,6.2 ,,,,,
32 ,2.700 mAh ,Sí ,"Móvil - Sony Xperia X Performance, 32GB, Cámara 23MP, Pantalla Full HD 5"", Dorado",https://tiendas.mediamarkt.es/p/movil-sony-xperia-x-performance-32gb-dorado-1334604#specifications,08/25/18 - 18:42:53,Sony,,,Sí ,4 ,1334604.0,670.0,5 ,Google Android™ M ,,X-Reality para móviles ,,
16GB ,2GB ,Sí ,"Móvil - Motorola Moto G4, 5.5"", Full HD, Qualcomm Snapdragon 617, 2GB RAM, 16 GB, 13MP + 5MP, 4G, Dual SIM, Blanco",https://tiendas.mediamarkt.es/p/movil-moto-g4-dual-sim-16gb-5-5-1329025#specifications,08/25/18 - 18:42:54,Motorola,,,,,1329025.0,164.0,5.5 ,Android ,"5.5"" ",,,
128GB ,,,"Móvil - iPhone 7 PLUS de 128GB, pantalla Retina HD de 5.5"" y doble cámara, Negro",https://tiendas.mediamarkt.es/p/movil-iphone-7-plus-de-128gb-pantalla-1339980#specifications,08/25/18 - 18:42:56,Apple,,,Sí ,4 ,1339980.0,850.0,5.5 ,iOS 10 ,"Mas de 5,5” ",Pantalla Multi-Touch con tecnología IPS con retroiluminación por LED ,,
8 GB ,1GB ,,"Móvil - BQ Aquaris E5 4G Negro con pantalla de 5 pulgadas, 8 GB, Dual micro-SIM, 13 Mpx. y Flash dual ",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-e5-4g-negro-pantalla-5pulgadas-1266336#specifications,08/25/18 - 18:42:57,BQ,,,,4 ,1266336.0,216.0,5 ,Android ,5 pulgadas ,,,
8 GB (5.01 GB disponibles para el usuario) ,De 4 GB a 8 GB ,Sí ,"Móvil - Samsung Galaxy Grand Neo Plus, 8GB, 5 pulgadas, Dual SIM, negro",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-grand-neo-plus-dual-sim-1269407#specifications,08/25/18 - 18:42:58,Samsung,,,,4 ,1269407.0,117.0,5.01 ,Android ,5.01 pulgadas ,,,
,2 GB ,,"Móvil - Alcatel Shine Lite, Pantalla 5"" HD, 4G, 4 Núcleos, 16GB, Cámara 13 MP, Negro",https://tiendas.mediamarkt.es/p/movil-alcatel-shine-lite-pantalla-5-negro-1345131#specifications,08/25/18 - 18:42:59,Alcatel,,,,4 ,1345131.0,150.0,,Marshmallow 6.0 ,"De 5” a 5,4” ",,,
16 GB ,2 GB ,,"Móvil - Samsung Galaxy J3 (2017), 5'', HD, 16 GB, 2 GB RAM, Dual SIM, Negro",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-j3-2017-16-gb-5-hd-1372132#specifications,08/25/18 - 18:43:00,Samsung,,,,,1372132.0,159.0,5 ,Android ,,,Capacitiva ,
8 GB ,1 GB ,Sí ,"Móvil - ZTE Blade L7, Pantalla HD de 5"", 8 GB, 1 GB RAM, Dual SIM, Blanco",https://tiendas.mediamarkt.es/p/movil-zte-blade-l7-blanco-1371220#specifications,08/25/18 - 18:43:01,ZTE,,,,4 ,1371220.0,78.99,5 ,Android M ,"De 5” a 5,4” ",,,
64 GB ,4 GB ,Sí ,"Móvil - Sony Xperia XZ Premium, 5.5 pulgadas, 4G, 64GB, 4K HDR, Plata",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xz-premium-5.5-pulgadas-1370951#specifications,08/25/18 - 18:43:03,Sony,,,,8 ,1370951.0,682.0,5.5 ,Android ,,Triluminus. Compatible con HDR ,Capacitiva ,
32 GB eMMC ,3 GB ,,"Móvil - Sony Xperia XA1, 5"" HD, Cámara 23 MPx, 3 GB RAM, Memoria interna 32 GB, Mediatek Helio P20 Octa Core, Negro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa1-23-mpx-negro-1362898#specifications,08/25/18 - 18:43:04,Sony,,,,8 ,1362898.0,199.0,5 ,Android ,,Tecnología de mejora de imagen ,,
32 GB eMMC ,3 GB ,,"Móvil - Sony Xperia XA1, 5"" HD, Cámara 23 MPx, 3 GB RAM, Memoria interna 32 GB, Mediatek Helio P20 Octa Core, Oro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa1-camara-23-mpx-oro-1362900#specifications,08/25/18 - 18:43:05,Sony,,,,8 ,1362900.0,199.0,5 ,Android ,,Tecnología de mejora de imagen ,,
16 GB ,3 GB ,,"Móvil - Meizu M5S, 5.2"" HD, 3 GB RAM, 8 núcleos, Memoria interna 16 GB, Cámaras 13 MP + 5 MP, 4G, Plata",https://tiendas.mediamarkt.es/p/movil-meizu-m5s-4g-16gb-plata-1364298#specifications,08/25/18 - 18:43:06,Meizu,,,,8 ,1364298.0,159.0,5.2 ,,"5.2"" ",,,
16GB ,2GB ,Sí ,"Móvil - Asus Zenfone Go, 16GB, Dual SIM, pantalla HD 5"", Negro",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-go-16gb-dual-sim-1346200#specifications,08/25/18 - 18:43:08,Asus,,,,,1346200.0,89.0,5 ,Android ,,,,
32GB ,3000 mAh (no extraíble) ,,"Móvil - Samsung Galaxy A5 2017, 5.2"", Super AMOLED, 32 GB, 4G, 16 MP, Rosa",https://tiendas.mediamarkt.es/p/movil-samsung-a5-2017-rosa-5-2-32-g-1353462#specifications,08/25/18 - 18:43:08,Samsung,,,,8 ,1353462.0,199.0,5.2 ,Android ,132.2 mm ,,,
16GB ,2GB ,Sí ,"Móvil - Wiko Highway Star Gris, 16GB, red 4G, Dual SIM, pantalla HD de 5"" y cámara de 13 mp",https://tiendas.mediamarkt.es/p/movil-wiko-highway-star-gris-16gb-re-1287479#specifications,08/25/18 - 18:43:10,Wiko,,,No ,8 ,1287479.0,234.0,5 ,Android ,"Mas de 5,5” ",AMOLED ,,
16GB ,,Sí ,"Móvil - Apple iPhone 6S Plus, 16GB, pantalla 5.5 pulgadas, red 4G, dorado",https://tiendas.mediamarkt.es/p/movil-apple-iphone-6s-plus-16gb-dorado-1296086#specifications,08/25/18 - 18:43:11,Apple,,,,,1296086.0,885.0,5.5 ,iOS ,"5,5"" ",,,
16GB ,3GB ,Sí ,"Móvil - BQ Aquaris M5.5, 16GB, 3GB RAM, Dual SIM, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-m5-5-negro-de-16gb-3gb-ram-1295267#specifications,08/25/18 - 18:43:12,BQ,,,Sí ,8 ,1295267.0,279.0,5.5 ,Android ,"Mas de 5,5” ",Quantum Color + ,,
8GB ,1GB ,Sí ,"Móvil - Motorola Moto G de 3ª Generación, 5"", HD, Qualcomm Snapdragon 410, 1GB RAM, 8GB, 13MP + 5MP, 4G, Negro con auriculares",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g-de-3-generacion-1337165#specifications,08/25/18 - 18:43:13,Motorola,,,,,1337165.0,154.0,5 ,Android ,"De 5” a 5,4” ",TFT ,,
128 GB ,,,"Móvil - iPhone 7, 128GB, Red 4G LTE, Pantalla Retina HD 4.7"", Cámara gran angular 12 Mpx, Negro",https://tiendas.mediamarkt.es/p/movil-iphone-7-de-128gb-con-red-4g-lte-retina-hd-4-7-negro-1340004#specifications,08/25/18 - 18:43:14,Apple,,,Sí ,,1340004.0,729.0,4.7 ,iOS ,4.7 pulgadas ,,,
16GB ,3 GB ,,"Móvil - Sony Xperia XA Ultra, 6"", 16GB, red 4G, Cámara 21.5 MP, Blanco",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa-ultra-6-32gb-blanco-1334600#specifications,08/25/18 - 18:43:15,Sony,,,Sí ,8 ,1334600.0,402.0,6 ,6.0 ,"6"" ",,,
,512 MB ,Sí ,"Smartphone - Wiko Sunny, 4P, DS, 8GB, 3G, Quad Core, Dual SIM, Rosa",https://tiendas.mediamarkt.es/p/smartphone-wiko-sunny-4p-8gb-rosa-1323285#specifications,08/25/18 - 18:43:19,Wiko,,,,,1323285.0,49.9,4 ,,,,,
64 GB ,6 GB ,,"Móvil - Motorola Moto Z2 Force, 5.5"", Quad HD 2K, Qualcomm Snapdragon 835, 6GB RAM, 64GB, Cámara 12MP + 5MPx, 4G, Negro",https://tiendas.mediamarkt.es/p/motorola-moto-z2-force-5-5pds4g8n64g-1389351#specifications,08/25/18 - 18:43:19,Motorola,,,,8 ,1389351.0,799.0,5.5 ,Android 7.1.1 Nougat ,"5.5"" ",,,
16 GB ,2 GB ,,"Móvil - Alcatel U5 HD Premium, 5"" IPS HD, 4G, Quad Core, 16 GB, 2 GB RAM, Cámara 8 MP, Negro",https://tiendas.mediamarkt.es/p/movil-alcatel-u5-premium-negro-5.5-ips-hd-1384559#specifications,08/25/18 - 18:43:20,Alcatel,,,,4 ,1384559.0,89.0,5 ,Android 7.0 Nougat ,,,Capacitiva ,
16 GB ,2 GB ,,"Móvil - Xiaomi Redmi Note 5A, 5.5"" HD, Snapdragon 425, 2GB RAM, 16GB, Cámaras 13+5MPx, Oro rosa",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-note-5a-5.5-hd-1384734#specifications,08/25/18 - 18:43:21,Xiaomi,,,,8 ,1384734.0,131.0,5.5 ,Android ,,,,
32 GB eMMC 5.0 Flash ,3GB ,,"Móvil - Xiaomi Redmi Note 4, 5.5"", Full HD, 3 GB RAM, 13 MP, Memoria 32 GB, Dual Sim, Gris oscuro",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-note-4-5.5-full-hd-3gb-1383689#specifications,08/25/18 - 18:43:22,Xiaomi,,,,8 ,1383689.0,169.0,5.5 ,Android ,"5.5"" ",,LCD ,
,512 MB ,Sí ,"Smartphone - Wiko Sunny Max, 4 Pulgadas, 8GB, 3G, Quad Core, SIM doble, Plata",https://tiendas.mediamarkt.es/p/smartphone-wiko-sunny-max-4-pulgadas-8gb-1381687#specifications,08/25/18 - 18:43:23,Wiko,,,,4 ,1381687.0,49.9,4 ,Android ,4 ,,TFT ,
16 GB ,2 GB ,,"Móvil - Huawei Y7, 5.5"" HD, 2 GB RAM, Memoria de 16 GB, 12 + 8 MPx, 4000 mAh, Dorado",https://tiendas.mediamarkt.es/p/movil-huawei-y7-5.5-hd-2-gb-ram-memoria-1369347#specifications,08/25/18 - 18:43:24,Huawei,,,,8 ,1369347.0,139.0,5.5 ,Android ,,IPS ,Capacitiva ,
8 ,1 GB ,,"Móvil - LG K4 (2017), Pantalla 5"", Quad Core, 1GB RAM, 8GB, Cámara 5MP, Negro",https://tiendas.mediamarkt.es/p/movil-lg-k4-2017-pantalla-4.5-4g-quad-1375390#specifications,08/25/18 - 18:43:25,LG,,,,4 ,1375390.0,98.99,5 ,Android L ,,TFT LCD ,,
256 GB ,,,"Móvil - Apple iPhone 8 Plus, 5.5"" Full HD, Cámara 12MPx + 7MPx, Memoria interna 256 GB, Gris espacial",https://tiendas.mediamarkt.es/p/movil-apple-iphone-8-plus-5.5-full-hd-1376802#specifications,08/25/18 - 18:43:27,Apple,,,,,1376802.0,1035.0,5.5 ,iOS 11 ,"5.5"" ",,Retina HD ,
32 GB ,3 GB ,Sí ,"Móvil - Xiaomi Redmi Note 5A Prime, 5.5'', HD, Snapdragon 435, 3 GB RAM, 32 GB, 16 MP + 13 MP, Dual Sim, Oro",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-note-5-a-oro-1384736#specifications,08/25/18 - 18:43:27,Xiaomi,,,,8 ,1384736.0,145.0,5.5 ,Android ,5.5 pulgadas ,,,
32 GB ,2 GB ,Sí ,"Móvil - Xiaomi Redmi Note 5A, 5.5'', HD, 2GB RAM, 13MP, Memoria 32GB, Dual Sim, Gris Oscuro",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-note-5a-5.5-hd-2gb-ram-1384737#specifications,08/25/18 - 18:43:29,Xiaomi,,,,4 ,1384737.0,163.0,5.5 ,Android ,5.5 pulgadas ,,,
16 GB ,2 GB ,Sí ,"Móvil - Alcatel A5 LED, 5.2 pulgadas, HD, IPS, 4G, 16GB, 8 MP + 5 MP, Plata",https://tiendas.mediamarkt.es/p/movil-alcatel-a5-led-5.2-pulgadas-hd-4g-1370619#specifications,08/25/18 - 18:43:30,Alcatel,,,,8 ,1370619.0,99.0,5.2 ,,,,,
16GB ,2GB ,Sí ,"Móvil - Asus Zenfone Go, 5'', HD, 16GB, 2GB RAM, Dual SIM, Blanco",https://tiendas.mediamarkt.es/p/asus-zenfone-go-blanco-dualsim-16gb-1391960#specifications,08/25/18 - 18:43:30,Asus,,,,4 ,1391960.0,89.0,5 ,Android ,"5"" ",,,
32GB ,3GB ,,"Pack Móvil - Asus ZENFONE MAX PLUS ORO 5,7"",DS,4G,8N,32GB + Tarjeta MicroSD 16 GB",https://tiendas.mediamarkt.es/p/zenf-max-plus-57-tarjetasd16gb-t-200006897#specifications,08/25/18 - 18:43:31,Asus,,,No ,8 ,200006897.0,299.0,5.7 ,Android™ 7.0 Nougat ,"5.7"" ",,,
32GB ,4GB ,,"Móvil - LG G5, 32GB, pantalla 5.3"" QHD, Quad-Core, red 4G, Plata",https://tiendas.mediamarkt.es/p/movil-lg-g5-32gb-pantalla-5-3-qhd-plata-1320022#specifications,08/25/18 - 18:43:33,LG,,,Sí ,4 ,1320022.0,627.0,5.3 ,Android ,,Quantum IPS Touch Screen (850 nits) ,,
16GB ,"1,5GB ",Sí ,"Móvil - LG K10, 5.3'', HD, 16 GB, 1.5 GB RAM, 13 MP + 5 MP, Red 4G, Dual SIM, Azul",https://tiendas.mediamarkt.es/p/movil-lg-k10-red-4g-dual-sim-azul-1327705#specifications,08/25/18 - 18:43:33,LG,,,,8 ,1327705.0,179.0,5.3 ,Android ,"De 5” a 5,4” ",IPS LCD ,,
16 GB ,2500 mAh ,,"Móvil - Alcatel POP 4 Plus, Dual Sim, 5.5 pulgadas, HD IPS, 16 GB, Azul",https://tiendas.mediamarkt.es/p/movil-alcatel-pop-4-plus-dual-sim-5-1331495#specifications,08/25/18 - 18:43:35,Alcatel,,,,4 ,1331495.0,119.0,,Android ,,,,
32 ,2.700 mAh ,Sí ,"Móvil - Sony Xperia X Performance, 32GB, Cámara 23MP, Pantalla Full HD 5"", Blanco",https://tiendas.mediamarkt.es/p/movil-sony-xperia-x-performance-32gb-blanco-1334603#specifications,08/25/18 - 18:43:36,Sony,,,,4 ,1334603.0,679.0,5 ,Google Android™ M ,,X-Reality para móviles ,,
128 GB ,,,"Móvil - iPhone 7 de 128GB con red 4G LTE, pantalla Retina HD de 4.7"" y cámara gran angular de 12 Mpx, plata",https://tiendas.mediamarkt.es/p/movil-iphone-7-de-128gb-con-red-4g-lte-retina-hd-4-7-plata-1340006#specifications,08/25/18 - 18:43:39,Apple,,,Sí ,,1340006.0,729.0,4.7 ,iOS ,4.7 pulgadas ,,,
8GB ,1 GB ,Sí ,"Móvil - Wiko Jerry, 5 pulgadas, Dual SIM, 3G, 4 núcleos, 8GB, Marshmallow 6.0, Turquesa",https://tiendas.mediamarkt.es/p/movil-wiko-jerry-5-pulgadas-dual-sim-turquesa-1329454#specifications,08/25/18 - 18:43:40,Wiko,,,No ,4 ,1329454.0,64.9,5 ,6.0 Marshmallow ,,IPS ,,
16GB ,2 ,Sí ,"Móvil - Meizu M3 NOTE, Procesador Helio P10, 5.5"", 16 GB, Gris",https://tiendas.mediamarkt.es/p/movil-meizu-m3-note-procesador-helio-1337707#specifications,08/25/18 - 18:43:41,Meizu,,,,8 ,1337707.0,149.0,5.5 ,,"Mas de 5,5” ",LTPS ,,
16GB ,,Sí ,"Móvil - Apple iPhone 6S Plus, 16GB, pantalla 5.5 pulgadas, red 4G, plateado",https://tiendas.mediamarkt.es/p/movil-apple-iphone-6s-plus-16gb-plateado-1296084#specifications,08/25/18 - 18:43:42,Apple,,,,,1296084.0,779.0,5.5 ,iOS ,"5,5"" ",,,
64GB ,,Sí ,"Móvil - Apple iPhone 6S Plus, 64GB, pantalla 5.5 pulgadas, red 4G, plateado",https://tiendas.mediamarkt.es/p/movil-apple-iphone-6s-plus-64gb-plateado-1296090#specifications,08/25/18 - 18:43:43,Apple,,,,,1296090.0,984.0,5.5 ,iOS ,"5,5"" ",,,
8GB ,2GB ,,"Móvil - Asus Zenfone Go, 8GB, Dual SIM, pantalla HD 5"", blanco",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-go-8gb-dual-sim-1295548#specifications,08/25/18 - 18:43:44,Asus,,,,4 ,1295548.0,89.0,5 ,Android ,,,,
16GB ,"1,5 GB ",,"Móvil - BQ Aquaris E5s Essential, Dual SIM, 16GB, pantalla 5"", Quad-Core, red 4G, blanco",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-e5s-essential-dual-sim-1312436#specifications,08/25/18 - 18:43:45,BQ,,,No ,4 ,1312436.0,175.0,5 ,Android ,"5"" ",,,
8GB ,Más de 8 GB ,,"Móvil - Samsung Galaxy J3 (2016), 8GB, Pantalla 5"" HD, Quad-Core, Red 4G, Negro",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-j3-2016-8gb-p-1315550#specifications,08/25/18 - 18:43:46,Samsung,,,,,1315550.0,109.0,5 ,,"De 5” a 5,4” ",Super AMOLED ,,
16GB ,3GB ,,"Móvil - Zopo Speed 7 Plus GP Edición Jorge Lorenzo, 16GB red 4G, Dual SIM, pantalla FHD 5,5"", 13,2 mpx, negro",https://tiendas.mediamarkt.es/p/movil-zopo-speed-7-plus-gp-edicion-jor-1302764#specifications,08/25/18 - 18:43:50,Zopo,,,,8 ,1302764.0,226.0,5.5 ,Android ,"5,5"" ",,,
8GB ,Más de 8 GB ,,"Móvil - Nokia Lumia 535, 8GB, pantalla de 5"", 5 Mpx, negro",https://tiendas.mediamarkt.es/p/movil-nokia-lumia-535-8gb-pantalla-d-1271640#specifications,08/25/18 - 18:43:51,Microsoft,,,,4 ,1271640.0,120.0,5 ,Windows ,,,,
16GB ,2GB ,,"Móvil - Acer Liquid Jade S, 16GB, Dual SIM, red 4G, 5 pulgadas, blanco",https://tiendas.mediamarkt.es/p/movil-acer-liquid-jade-s-16gb-dual-s-1271907#specifications,08/25/18 - 18:43:52,Acer,,,No ,8 ,1271907.0,267.0,5 ,Android ,"5"" ",,,
8GB ,1GB ,,"Móvil - Microsoft Lumia 640 XL Negro de 8GB con pantalla HD de 5,7 pulgadas, Dual SIM y cámara de 13 mpx.",https://tiendas.mediamarkt.es/p/movil-microsoft-lumia-640-xl-negro-de-1277031#specifications,08/25/18 - 18:43:56,Microsoft,,,,4 ,1277031.0,196.0,5.7 ,Windows ,"Mas de 5,5” ",HD ,,
8GB ,2GB ,,"Móvil - Sony Xperia M4 Aqua Blanco de 8GB con 4G, pantalla HD de 5 pulgadas, cámara de 13 mpx, resistente al agua",https://tiendas.mediamarkt.es/p/movil-sony-xperia-m4-aqua-blanco-de-8g-1283176#specifications,08/25/18 - 18:43:57,Sony,,,Sí ,8 ,1283176.0,283.0,5 ,Android ,"De 5” a 5,4” ",IPS LCD capacitive touchscreen ,,
16GB ,2GB ,Sí ,"Móvil - BQ Aquaris M5 16GB, Dual Sim, Blanco",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-m5-16gb-dual-sim-bl-1285263#specifications,08/25/18 - 18:43:58,BQ,,,,8 ,1285263.0,234.0,5 ,Android ,,,,
32 GB ,4 ,,"Móvil - ZTE A610 Plus, 5.5 pulgadas FHD, 4G, 8 núcleos, 32GB, Cámara 13 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-zte-a610-plus-5-5p-4g-8n-32gb-dorado-1348152#specifications,08/25/18 - 18:44:00,ZTE,,,,8 ,1348152.0,233.0,,6.0 ,,IPS ,,
32GB ,4GB ,,"Smartphone - Wiko U FEEL PRIME, 5"", FullHD, Sensor de huella personalizable, 32 GB, 4G, Color Plateado",https://tiendas.mediamarkt.es/p/smartphone-wiko-u-feel-prime-5-full-1343495#specifications,08/25/18 - 18:44:01,Wiko,,,,,1343495.0,265.0,,Android™ 6.0 (Marshmallow) ,,,,
32GB ,4GB ,,"Móvil - Samsung Galaxy S7 Edge, 32GB, 4GB RAM, Pantalla de 5.5 pulgadas, Azul light",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-s7-edge-32gb-4g-1349577#specifications,08/25/18 - 18:44:02,Samsung,,,Sí ,,1349577.0,532.0,5.5 ,Android ,,,,
16 GB ,3 GB ,Sí ,"Móvil - Motorola Moto G5, 5'', Full HD, Qualcomm Snapdagon 430, 3 GB RAM, 16GB, 13 MP + 5MP, Gris Lunar",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g5-full-hd-5-16-gb-1359278#specifications,08/25/18 - 18:44:04,Motorola,,,,,1359278.0,160.0,,Android ,"De 5” a 5,4” ",,Capacitiva ,
32 GB ,3 GB ,Sí ,"Móvil phablet - Lenovo Phab 2 Plus, 6.4 pulgadas, 4G, 8N, 32GB, Gris",https://tiendas.mediamarkt.es/p/movil-phablet-lenovo-phab-2-plus-6-4-1347968#specifications,08/25/18 - 18:44:05,Lenovo,,,,8 ,1347968.0,299.0,,6.0 ,,IPS ,,
256 GB ,,,"Móvil - iPhone 7 de 256GB con red 4G LTE, pantalla Retina HD de 4.7"" y cámara gran angular de 12 Mpx, Rosa dorado",https://tiendas.mediamarkt.es/p/movil-iphone-7-de-256gb-con-red-4g-lte-rosa-dorado-1340041#specifications,08/25/18 - 18:44:06,Apple,,,Sí ,,1340041.0,855.0,4.7 ,iOS ,,,Capacitiva ,
64 GB ,3250 mAh carga rápida 3.0 ,Sí ,"Móvil - ZTE Axon 7, 64GB, 4G, Pantalla 5.5"" 2K, 4 GB RAM, 4N, Plateado",https://tiendas.mediamarkt.es/p/movil-zte-axon-7-64gb-4g-pantalla-5-1345444#specifications,08/25/18 - 18:44:07,ZTE,,,,4 ,1345444.0,474.0,,,,,,
16GB ,1 GB ,Sí ,"Móvil - Zopo COLOR F5, 5"", 4G, 16GB, DualSIM, Dorado",https://tiendas.mediamarkt.es/p/movil-zopo-color-f5-5-4g-16gb-dua-dorado-1339793#specifications,08/25/18 - 18:44:08,Zopo,,,,,1339793.0,127.0,5 ,Android 6.0 Marshmallow ,"De 5” a 5,4” ",IPS ,Capacitiva ,
16GB ,1GB ,,"Móvil - Zopo Color F2, 16GB, red 4G, Dual SIM, Blanco",https://tiendas.mediamarkt.es/p/movil-zopo-color-f2-16gb-red-4g-dua-blanco-1339799#specifications,08/25/18 - 18:44:10,Zopo,,,,,1339799.0,139.0,5 ,Android ,"5"" ",,,
16GB ,1 GB ,Sí ,"Móvil - Zopo COLOR F5, 5"", 4G, 16GB, DualSIM, Negro",https://tiendas.mediamarkt.es/p/movil-zopo-color-f5-5-4g-16gb-dua-negro-1339792#specifications,08/25/18 - 18:44:13,Zopo,,,,,1339792.0,109.0,5 ,Android 6.0 Marshmallow ,"De 5” a 5,4” ",IPS ,Capacitiva ,
16 GB ,3 GB ,,"Móvil - Meizu M5S, 5.2"" HD, 3 GB RAM, 8 núcleos, Memoria interna 16 GB, Cámaras 13 MP + 5 MP, 4G, Gris",https://tiendas.mediamarkt.es/p/movil-meizu-m5s-4g-16gb-gris-1364297#specifications,08/25/18 - 18:44:14,Meizu,,,,8 ,1364297.0,157.0,5.2 ,,"5.2"" ",,,
32 GB ,3 GB ,,"Móvil - Meizu M5 Note, 5.5"" Full HD, 3 GB RAM, Memoria de 32 GB, Cámaras 13 MP + 5 MP, Plateado",https://tiendas.mediamarkt.es/p/movil-meizu-m5-note-5.5-full-hd-plata-1364301#specifications,08/25/18 - 18:44:18,Meizu,,,,8 ,1364301.0,199.0,5.5 ,Android ,5.5 ,,,
16 GB ,Más de 8 GB ,Sí ,"Móvil - Huawei P8 Lite 2017, 16 GB, 5.2 pulgadas FHD, 4G, Cámara 12 MP, Azul",https://tiendas.mediamarkt.es/p/huawei-p8-lite-17-5-2p4g8n16gbbl-1366760#specifications,08/25/18 - 18:44:19,Huawei,,,Sí ,8 ,1366760.0,169.0,5.2 ,Android 7.0 + EMUI 5.0 ,,LTPS ,,
16GB ,2GB ,,"Móvil - BQ AQUARIS M 2017, 5.5 pulgadas, 4G, 8 núcleos, 16GB, 13 Mpx, Negro",https://tiendas.mediamarkt.es/p/smartphone-bq-aquaris-m-2017-negro-5-5-4g-1366351#specifications,08/25/18 - 18:44:20,BQ,,,,8 ,1366351.0,179.0,,Android 6.0.1 Marshmallow ,,,,
2 GB ,16 GB ,,"Móvil - Huawei Y6 2017, 5'', HD, IPS, MediaTek MT6737T, 2 GB RAM, 16 GB, 4G, 13 MP + 5 MP, Dual Sim, Blanco",https://tiendas.mediamarkt.es/p/movil-huawei-y6-2017-2gb-red-4g-hd-5-13mp-1374120#specifications,08/25/18 - 18:44:21,Huawei,,,,4 ,1374120.0,99.0,5 ,Android ,,IPS ,Capacitiva ,
8 ,1 GB ,,"Móvil - Alcatel U5, 5 pulgadas, FWVGA, 4G, 8GB, 8MP, Gris y negro",https://tiendas.mediamarkt.es/p/movil-alcatel-u5-5-pulgadas-fwvga-4g-8gb-1370615#specifications,08/25/18 - 18:44:22,Alcatel,,,,4 ,1370615.0,79.9,5 ,Android 6.0 ,,,,
8 ,1 GB ,,"Móvil - Alcatel U5, 5 pulgadas, FWVGA, 4G, 8GB, 8MP, Azul y negro",https://tiendas.mediamarkt.es/p/movil-alcatel-u5-5-pulgadas-fwvga-4g-8gb-1370616#specifications,08/25/18 - 18:44:26,Alcatel,,,,4 ,1370616.0,79.9,5 ,Android 6.0 ,,,,
32GB ,3 ,,"Móvil - Motorola Moto G5S Plus, 5.5"", Full HD, Qualcomm Snapdragon 625, 3 GB RAM, 32GB, 13MP + 8MP, 4G, gris lunar",https://tiendas.mediamarkt.es/p/smartphone-motorola-moto-g5s-plus-5-5-red-1375393#specifications,08/25/18 - 18:44:27,Motorola,,,,8 ,1375393.0,299.0,5.5 ,"Android™ 7.1, Nougat ","5,5 pulgadas ",,,
16 ,2400 ,,"Móvil - ZTE Blade A520, 5'', 16 GB, 2 GB RAM, 13 MP, Plata",https://tiendas.mediamarkt.es/p/movil-zte-blade-a520-5-pulgadas-16-gb-2-1371221#specifications,08/25/18 - 18:44:28,ZTE,,,,,1371221.0,111.0,5 ,Android ,5 Pulgadas ,,"Mali-T720MP2, Mediatek MT6737 ",
16 GB ,2 GB ,,"Móvil - Nokia 3, 16GB, 2GB RAM, Pantalla de 5"", 8 mpx+8 mpx, Negro",https://tiendas.mediamarkt.es/p/movil-nokia-3-negro-1370527#specifications,08/25/18 - 18:44:30,Nokia,,,,4 ,1370527.0,99.0,5 ,Android Nougat ,"De 5” a 5,4” ",IPS LCD ,,
