,Almacenamiento interno,Descripcion,Direccion,Fecha,Marca,Precio,Pulgadas
25,32.0,"Móvil - Xiaomi Redmi Note 5, 5.99"", Full HD, 3 GB RAM, 13 MP, Memoria 32 GB, Dual SIM, Negro",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-note-5-5.99-full-hd-4-1414005#specifications,08/25/18 - 18:35:13,Xiaomi,183.0,5.5
26,64.0,"Móvil - Samsung Galaxy S8, 5.8'', Octa-Core, 64 GB, 12 MP, Red 4G, Plateado",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-s8-5-8-plateado-1360794#specifications,08/25/18 - 18:35:13,Samsung,498.0,5.8
27,64.0,"Móvil - Samsung Galaxy S8, 5.8'', Octa-Core, 64 GB, 12 MP, Red 4G, Gris orquídea",https://tiendas.mediamarkt.es/p/samsung-galaxy-s8-gris-orquidea-1360793#specifications,08/25/18 - 18:35:14,Samsung,497.0,5.8
28,64.0,"Móvil - Huawei Mate 10 Lite, 5.9'', HD, Kirin 659, 64 GB, 4 GB RAM, 16 MP + 2 MP, Negro",https://tiendas.mediamarkt.es/p/movil-huawei-mate-10-lite-5.9-hd-kirin-1381679#specifications,08/25/18 - 18:35:16,Huawei,245.0,5.9
29,64.0,"Móvil - Samsung Galaxy S9+, 6.2'', Curva Super AMOLED, Octa-Core, 64 GB, 6 GB RAM, Cámara Dual 12 MP + 12 MP, Red 4G, 3500 mAh, Azul",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-s9-plus-6.2-azul-1398570#specifications,08/25/18 - 18:35:16,Samsung,899.0,6.2
30,64.0,"Móvil - Xiaomi Redmi 5 Plus, 5.99"", Full HD, 4GB RAM, 12 MP, Memoria 64 GB, Dual SIM, Negro",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-5-plus-5-99-full-hd-1400531#specifications,08/25/18 - 18:35:18,Xiaomi,192.0,5.5
31,64.0,"Móvil - Huawei P20 Lite, FullView 5.84"" Full HD+, Kirin 659, 4 GB RAM, 64 GB, Dual cámara, Azul",https://tiendas.mediamarkt.es/p/movil-huawei-p20-lite-fullview-5.84-full-1401774#specifications,08/25/18 - 18:35:19,Huawei,292.0,5.84
32,64.0,"Móvil - Samsung Galaxy S9+, 6.2, Curva Super AMOLED, Octa-Core, 64 GB, 6 GB RAM, Cámara Dual 12 MP + 12 MP, Red 4G, 3500 mAh, Negro",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-s9-plus-6.2-negro-1398571#specifications,08/25/18 - 18:35:20,Samsung,899.0,6.2
33,64.0,"Móvil - Xiaomi Redmi 5 Plus, 5.99"", Full HD, 4GB RAM, 12 MP, Memoria 64 GB, Dual SIM, Azul",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-5-plus-5.99-full-hd-azul-1400532#specifications,08/25/18 - 18:35:22,Xiaomi,199.0,5.99
34,64.0,"Móvil - iPhone 8, 64GB, Red 4G LTE, Pantalla Retina HD de 4.7"", 12 Mpx, Gris espacial",https://tiendas.mediamarkt.es/p/movil-iphone-8-64gb-red-4g-lte-pantalla-1376793#specifications,08/25/18 - 18:35:24,Apple,773.0,4.7
35,32.0," Móvil - Samsung Galaxy A8 (2018), 5.6'', Full HD+, 4 GB RAM, 32 GB, 16 MP + 8 MP, Dual Sim, Negro",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-a8-32bg-5.6-negro-1391173#specifications,08/25/18 - 18:35:26,Samsung,371.0,5.6
36,64.0,"Móvil - Apple iPhone 8 Plus, 5.5"" Full HD, Cámara 12MPx + 7MPx, 64 GB, Plata",https://tiendas.mediamarkt.es/p/movil-apple-iphone-8-plus-5-5-full-h-1376800#specifications,08/25/18 - 18:35:27,Apple,859.0,5.5
37,2.0,"Móvil - Huawei Y6 2018, 5.7"", HD, IPS, Snapdragon 425, 2 GB RAM, 16 GB, 4G, 13 MP + 8 MP, Dual Sim, Negro",https://tiendas.mediamarkt.es/p/movil-huawei-y6-2018-5.7-hd-ips-negro-1417879#specifications,08/25/18 - 18:35:28,Huawei,149.0,5.7
38,64.0,"Móvil - Xiaomi Redmi Note 5, 5.99"", Full HD, 4 GB RAM, 13 MP, Memoria 64 GB, Dual SIM, Oro",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-note-5-5.99-full-hd-4-1414003#specifications,08/25/18 - 18:35:30,Xiaomi,231.0,5.5
39,32.0,"Móvil - Huawei P Smart, 5.65"", Full HD+, Kirin 659, 3 GB RAM, 32 GB, 13 MP + 2 MP, Oro",https://tiendas.mediamarkt.es/p/movil-huawei-p-smart-oro-5.65-full-hd-1391168#specifications,08/25/18 - 18:35:31,Huawei,195.0,5.5
40,32.0," Móvil - Samsung Galaxy A8 (2018), 5.6'', Full HD+, 4 GB RAM, 32 GB, 16 MP + 8 MP, Dual Sim, Violeta",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-a8-32gb-5.6-violeta-1391175#specifications,08/25/18 - 18:35:32,Samsung,372.0,5.6
41,64.0,"Móvil - iPhone 8, 64 GB, Red 4G LTE, Pantalla Retina HD de 4.7"", 12 MP, (PRODUCT)RED",https://tiendas.mediamarkt.es/p/movil-iphone-8-64-gb-red-4g-rojo-1405474#specifications,08/25/18 - 18:35:32,Apple,773.0,4.7
42,64.0,"Móvil - BQ Aquaris VS Plus, 5.5"", Full HD, 64 GB, Red 4G, 4 GB RAM, 12 MP + 8 MP, Blanco y oro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-vs-plus-5.5-full-hd-64-1398123#specifications,08/25/18 - 18:35:34,BQ,217.0,5.5
43,32.0,"Móvil - Samsung Galaxy J6, 5.6"", HD+, 3 GB RAM, 32 GB, Octa-Core, Red 4G, Lavanda",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-j6-5.6-hd-3-gb-ram-lavanda-1426782#specifications,08/25/18 - 18:35:34,Samsung,199.0,5.6
44,16.0,"Móvil - Samsung Galaxy J5 2017, 5.2"" HD, 2 GB RAM, 16 GB, 13 MP, Negro",https://tiendas.mediamarkt.es/p/movil-samsung-j5-2017-5.2-hd-2-gb-ram-1367564#specifications,08/25/18 - 18:35:35,Samsung,169.0,5.5
45,64.0,"Móvil - Samsung Galaxy S8+, 6.2'', QHD+, Octa-Core, 4 GB RAM, Red 4G, 12 MP, 64 GB, Negro",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-s8-plus-64-gb-negro-1360795#specifications,08/25/18 - 18:35:37,Samsung,589.0,6.2
46,16.0,"Móvil - Nokia 5, 5.2'', 2 GB RAM, 16 GB, 13 MP + 8 MP, Negro",https://tiendas.mediamarkt.es/p/movil-nokia-5-negro-5-2-pulgadas-1370531#specifications,08/25/18 - 18:35:38,Nokia,129.0,5.2
47,16.0,"Móvil - Huawei P8 Lite 2017, 5.2'', Full HD, Kirin 655, 3 GB RAM, 16 GB, 4G, 12 MP, Blanco",https://tiendas.mediamarkt.es/p/movil-huawei-p8-lite-2017-de-16-gb-blanco-1354093#specifications,08/25/18 - 18:35:39,Huawei,169.0,5.2
48,32.0,"Móvil - Apple iPhone 6S Plus, 5.5'', 32GB, Red 4G, Oro rosa",https://tiendas.mediamarkt.es/p/movil-apple-iphone-6s-plus-32gb-pant-1340198#specifications,08/25/18 - 18:35:41,Apple,549.0,5.5
49,32.0,"Móvil - iPhone SE de 32 GB, con red 4G, pantalla retina de 4"" y cámara de 12 mp, Plata",https://tiendas.mediamarkt.es/p/movil-iphone-se-de-32-gb-plateado-1360804#specifications,08/25/18 - 18:35:44,Apple,299.0,4.0
50,16.0,"Móvil - Samsung J5 2017, 5.2"" HD, 2 GB RAM, 16 GB, 13 MP, Azul",https://tiendas.mediamarkt.es/p/movil-samsung-j5-2017-5.2-hd-2-gb-ram-1367565#specifications,08/25/18 - 18:35:44,Samsung,169.0,5.2
51,32.0,"Móvil - iPhone SE de 32 GB, con red 4G, pantalla retina de 4"" y cámara de 12 mp, Oro rosa",https://tiendas.mediamarkt.es/p/movil-iphone-se-de-32-gb-oro-rosa-1360806#specifications,08/25/18 - 18:35:45,Apple,299.0,4.0
52,32.0,"Móvil - Huawei P Smart, 5.65"", Full HD+, Kirin 659, 3 GB RAM, 32 GB, 13 MP + 2 MP, Azul",https://tiendas.mediamarkt.es/p/movil-huawei-p-smart-azul-5.65-full-hd-1391167#specifications,08/25/18 - 18:35:46,Huawei,195.0,5.5
53,32.0,"Móvil - Samsung Galaxy J6, 5.6"", HD+, 3 GB RAM, 32 GB, Octa-Core, Red 4G, Negro",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-j6-5.6-hd-3-gb-ram-negro-1406846#specifications,08/25/18 - 18:35:48,Samsung,199.0,5.6
54,64.0,"Móvil - iPhone 8, 64GB, Red 4G LTE, Pantalla Retina HD de 4.7"", 12 Mpx, Dorado",https://tiendas.mediamarkt.es/p/movil-iphone-8-64gb-red-4g-lte-pantalla-1376795#specifications,08/25/18 - 18:35:49,Apple,773.0,4.7
55,32.0,"Móvil - iPhone 7, 32GB, Red 4G LTE, Pantalla Retina HD de 4.7"", 12 Mpx, Rosa dorado",https://tiendas.mediamarkt.es/p/movil-iphone-7-de-32gb-con-red-4g-lte-rosa-dorado-1340000#specifications,08/25/18 - 18:35:50,Apple,608.0,4.7
56,32.0,"Móvil - Samsung Galaxy A8 (2018), 5.6'', Full HD+, 4 GB RAM, 32 GB, 16 MP + 8 MP, Dual Sim, Dorado",https://tiendas.mediamarkt.es/p/samsung-galaxy-a8-5.6-32gb-dorado-1391170#specifications,08/25/18 - 18:35:52,Samsung,371.0,5.6
57,64.0,"Móvil - BQ Aquaris VS 5.2"", 64GB, 4GB RAM, 12 MP, Lector de huella, Blanco y oro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-vs-5.2-64gb-4gb-ram-12-1398122#specifications,08/25/18 - 18:35:53,BQ,199.0,5.5
58,32.0,"Móvil - iPhone 7, 32GB, Red 4G LTE, Pantalla Retina HD de 4.7"", 12 Mpx, Negro",https://tiendas.mediamarkt.es/p/movil-iphone-7-de-32gb-con-red-4g-lte-negro-1339996#specifications,08/25/18 - 18:35:55,Apple,608.0,4.7
59,32.0,"Móvil - Xiaomi Redmi Note 5, 5.99"", Full HD, 3 GB RAM, 13 MP, Memoria 32 GB, Dual SIM, Oro",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-note-5-5.99-full-hd-4-1414006#specifications,08/25/18 - 18:35:56,Xiaomi,183.0,5.5
60,32.0,"Móvil - BQ Aquaris VS 5.2"", 32 GB, 3 GB de RAM, 12 MP, Lector de huella, Blanco y oro",https://tiendas.mediamarkt.es/p/bq-aq-vs-5-2pds4g8n32gbw-1398121#specifications,08/25/18 - 18:35:57,BQ,179.0,5.5
61,64.0,"Móvil - Xiaomi Redmi 5 Plus, 5.99"", Full HD, 4GB RAM, 12 MP, Memoria 64 GB, Dual SIM, Dorado",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-5-plus-5.99-full-hd-1400530#specifications,08/25/18 - 18:36:00,Xiaomi,193.0,5.5
62,64.0,"Móvil - Xiaomi Redmi Note 5, 5.99"", Full HD, 4 GB RAM, 13 MP, Memoria 64 GB, Dual SIM, Azul",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-note-5-5.99-full-hd-4-1414001#specifications,08/25/18 - 18:36:02,Xiaomi,235.0,5.5
63,32.0,"Móvil - Huawei Y9 (2018), 5.93"", HD, HiSilicon Kirin 659, 3 GB RAM, 32 GB, 16 MP, 8 MP, Dual Sim, Negro",https://tiendas.mediamarkt.es/p/movil-huawei-y9-5.93-hd-hisilicon-kirin-1405932#specifications,08/25/18 - 18:36:03,Huawei,199.0,5.93
64,32.0,"Móvil - Samsung Galaxy A6, 5.6"", HD+, Super AMOLED, Octa-Core, 3 GB RAM, 32 GB, 16 MP + 16 MP, Negro",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-a6-5.6-hd-plus-1406786#specifications,08/25/18 - 18:36:04,Samsung,249.0,5.6
65,32.0,"Móvil - Xiaomi Redmi 5 Plus, 5.99"", Full HD, 3 GB RAM, 32 GB, 12 MP, Dual SIM, Negro",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-5-plus-5.99-full-hd-negro-1400528#specifications,08/25/18 - 18:36:06,Xiaomi,179.0,5.99
66,64.0,"Móvil - BQ Aquaris X Pro, 5.2'', Full HD, Snapdragon 626, 4 GB RAM, 64 GB, 4G, 12 MP, Huella dactilar, Negro",https://tiendas.mediamarkt.es/p/smartphone-bq-aquaris-x-pro-negro-1363809#specifications,08/25/18 - 18:36:07,BQ,299.0,5.5
67,32.0,"Móvil - Samsung Galaxy J6, 5.6"", HD+, 3 GB RAM, 32 GB, Octa-Core, Red 4G, Dorado",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-j6-5.6-hd-3-gb-ram-1406845#specifications,08/25/18 - 18:36:09,Samsung,199.0,5.6
68,32.0,"Móvil - Samsung Galaxy A6, 5.6"", HD+, Super AMOLED, Octa-Core, 3 GB RAM, 32 GB, 16 MP + 16 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-a6-5.6-hd-plus-1406785#specifications,08/25/18 - 18:36:10,Samsung,249.0,5.6
69,32.0,"Móvil - Samsung Galaxy A6, 5.6"", HD+, Super AMOLED, Octa-Core, 3 GB RAM, 32 GB, 16 MP + 16 MP, Lila",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-a6-5.6-hd-plus-1406787#specifications,08/25/18 - 18:36:12,Samsung,249.0,5.6
70,32.0,"Móvil - Xiaomi Redmi Note 5, 5.99"", Full HD, 3 GB RAM, 13 MP, Memoria 32 GB, Dual SIM, Azul",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-note-5-5.99-full-hd-4-1414004#specifications,08/25/18 - 18:36:14,Xiaomi,199.0,5.5
71,32.0,"Móvil - iPhone 7, 32GB, Red 4G LTE, Pantalla Retina HD de 4.7"", 12 Mpx, Dorado",https://tiendas.mediamarkt.es/p/movil-iphone-7-de-32gb-con-red-4g-lte-dorado-1339998#specifications,08/25/18 - 18:36:15,Apple,608.0,4.7
72,128.0,"Móvil - Honor 10, 5.84"", 128 GB ROM, 4 GB RAM, 24 MP + 16 MP, Dual IA, Phantom Green",https://tiendas.mediamarkt.es/p/movil-honor-10-5.84-128-gb-rom-4-gb-ram-gris-1424591#specifications,08/25/18 - 18:36:17,Honor,449.0,5.84
73,32.0,"Móvil - Honor 9 Lite, 5.65"", 32GB, 4 cámaras, 13 + 2 MP, RAM 3GB, Pantalla infinita Full HD+, Octa Core, Dual SIM, 4G, Azul",https://tiendas.mediamarkt.es/p/movil-honor-9-lite-5.65-fhd-32gb-azul-1397098#specifications,08/25/18 - 18:36:18,Honor,199.0,5.65
74,256.0,"Móvil - Apple iPhone 8 Plus, 5.5"" Full HD, Cámara 12MPx + 7MPx, Memoria interna 256 GB, Dorado ",https://tiendas.mediamarkt.es/p/movil-apple-iphone-8-plus-5.5-full-hd-1376804#specifications,08/25/18 - 18:36:20,Apple,1035.0,5.5
75,16.0,"Móvil - Motorola Moto E5, 5.7"", HD+, Qualcomm Snapdragon 425, 2GB RAM, 16GB, Cámara 13MP + 5MP, 4G, Flash gray",https://tiendas.mediamarkt.es/p/movil-motorola-moto-e5-5.7-hdplus-1409664#specifications,08/25/18 - 18:36:23,Motorola,144.0,5.5
76,32.0,"Móvil - Samsung Galaxy A6+, 6"", FHD+, Super AMOLED, Octa-Core, 3 GB RAM, 32 GB, Dual 16 MP + 5 MP, 24 MP, Negro",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-a6-plus-6-fullhd-plus-1406783#specifications,08/25/18 - 18:36:24,Samsung,279.0,6.0
77,32.0,"Móvil - Xiaomi Redmi S2, 6"", Full HD, 4G, 32 GB, Snapdragon 625 Octa-Core, Dual Sim, Cámara trasera dual 12 + 5 MP con IA, Sensor de huella dactilar, Gris",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-s2-6-full-hd-4g-32-gb-1427239#specifications,08/25/18 - 18:36:26,Xiaomi,179.0,5.9
78,64.0,"Móvil - iPhone 8, 64GB, Red 4G LTE, Pantalla Retina HD de 4.7"", 12 Mpx, Plata",https://tiendas.mediamarkt.es/p/movil-iphone-8-64gb-red-4g-lte-pantalla-1376794#specifications,08/25/18 - 18:36:28,Apple,773.0,4.7
79,64.0,"Móvil - Samsung Galaxy S8+, 6.2'', QHD+, Octa-Core, 4 GB RAM, Red 4G, 12 MP, 64 GB, Gris orquídea",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-s8-plus-64-gb-gris-1360796#specifications,08/25/18 - 18:36:29,Samsung,589.0,6.2
80,128.0,"Pack Móvil - Huawei P20, 5.8"" Full HD+, Kirin 970+IA, 4 GB RAM, 128 GB, Doble cámara, Dual SIM, Azul + Altavoz inalámbrico Huawei Soundstone, Negro",https://tiendas.mediamarkt.es/p/pack-movil-huawei-p20-5.8-full-hd-plus-200008048#specifications,08/25/18 - 18:36:31,Huawei,549.0,5.8
81,32.0,"Móvil - Samsung Galaxy A6+, 6"", FHD+, Super AMOLED, Octa-Core, 3 GB RAM, 32 GB, Dual 16 MP + 5 MP, 24 MP, Lila",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-a6-plus-6-fullhd-1406784#specifications,08/25/18 - 18:36:32,Samsung,279.0,6.0
82,2.0,"Móvil - Huawei Y6 2018, 5.7"", HD, IPS, Snapdragon 425, 2 GB RAM, 16 GB, 4G, 13 MP + 8 MP, Dual Sim, Dorado",https://tiendas.mediamarkt.es/p/movil-huawei-y6-2018-5.7-hd-ips-dorado-1417880#specifications,08/25/18 - 18:36:34,Huawei,149.0,5.7
83,16.0,"Móvil - Nokia 5, 5.2'', 2 GB RAM, 16 GB, 13 MP + 8 MP, 4G, plata",https://tiendas.mediamarkt.es/p/movil-nokia-5-5.2-pulgadas-2-gb-ram-16-gb-1370532#specifications,08/25/18 - 18:36:35,Nokia,129.0,5.2
84,128.0,"Móvil - Honor 10, 5.84"", 128 GB ROM, 4 GB RAM, 24 MP + 16 MP, Dual IA, Azul",https://tiendas.mediamarkt.es/p/movil-honor-10-5.84-128-gb-rom-4-gb-ram-azul-1418694#specifications,08/25/18 - 18:36:37,Honor,449.0,5.84
85,128.0,"Móvil - Xiaomi Mi Mix 2 SE, 5.99"" Full HD, 4G, 128 GB, 8 GB RAM, 12MP + 5MP, Blanco",https://tiendas.mediamarkt.es/p/movil-xiaomi-mi-mix-2-se-5.99-full-hd-red-1396724#specifications,08/25/18 - 18:36:39,Xiaomi,572.0,5.99
86,16.0,"Móvil - Xiaomi Redmi 5, 5.7'', HD, SnapDragon 450, 2 GB RAM, 16 GB, Cámaras 12 y 5 MP, Negro",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-5-57-pulgadas-hd-1400535#specifications,08/25/18 - 18:36:39,Xiaomi,158.0,5.5
87,64.0,"Móvil - BQ Aquaris X, 5.2'', Full HD, Snapdragon 626, 4 GB RAM, 4G, 64 GB, 16 MP, Huella dactilar, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-x-64gb-4g-ram-16-mpx-1370627#specifications,08/25/18 - 18:36:40,BQ,279.0,5.0
88,32.0,"Móvil - Sony Xperia XA2 Ultra, 6"" Full HD, Snapdragon 630, 4 GB RAM, 32 GB, 23 MP, Vídeo 4K, Negro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa2-ultra-6-full-hd-ram-1399654#specifications,08/25/18 - 18:36:42,Sony,369.0,6.0
89,64.0,"Móvil - Motorola Moto G6 Plus, 5.9"", Full HD+, Qualcomm Snapdragon 630, 4GB RAM, 64GB, Cámara 12MP + 8MP, 4G, índigo",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g6-plus-5.9-full-hdplus-1407515#specifications,08/25/18 - 18:36:43,Motorola,290.0,5.5
90,16.0,"Móvil - BQ Aquaris U2, 5.2"", Full HD, Dual SIM, 4G, Snapdragon 430, 16 GB, Cámara 13 MP, negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-u2-5.2-dual-sim-4g-octa-1378858#specifications,08/25/18 - 18:36:45,BQ,159.0,5.2
91,16.0,"Móvil - Samsung A3 2017, 4.7'', Red 4G, 16 GB, 13 MP, Rosa",https://tiendas.mediamarkt.es/p/movil-samsung-a3-2017-pantalla-4-7-rosa-1353458#specifications,08/25/18 - 18:36:47,Samsung,199.0,5.5
92,32.0,"Móvil - Xiaomi Redmi S2, 6"", Full HD, 4G, 32 GB, Snapdragon 625 Octa-Core, Dual Sim, Cámara trasera dual 12 + 5 MP con IA, Sensor de huella dactilar, Dorado",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-s2-6-full-hd-4g-32-gb-1427241#specifications,08/25/18 - 18:36:49,Xiaomi,179.0,5.9
93,128.0,"Móvil - Huawei P20, 5.8"" Full HD+, Kirin 970+IA, 4 GB RAM, 128 GB, Doble cámara, Dual SIM, Azul",https://tiendas.mediamarkt.es/p/movil-huawei-p20-5.8-full-hd-kirin-1402703#specifications,08/25/18 - 18:36:51,Huawei,549.0,5.8
94,16.0,"Móvil - LG K10 2017, 5.3"" HD, 13 Mpx, 2 GB RAM, Memoria de 16 GB, Dorado",https://tiendas.mediamarkt.es/p/movil-lg-k10-2017-5.3-hd-13-mpx-2-gb-ram-1370629#specifications,08/25/18 - 18:36:52,LG,139.0,5.3
95,32.0,"Móvil - iPhone SE de 32 GB, con red 4G, pantalla retina de 4"" y cámara de 12 mp, Oro",https://tiendas.mediamarkt.es/p/movil-iphone-se-de-32-gb-dorado-1360805#specifications,08/25/18 - 18:36:53,Apple,299.0,4.0
96,32.0,"Móvil - iPhone 7 PLUS de 32GB, pantalla Retina HD de 5.5"" y doble cámara, plata",https://tiendas.mediamarkt.es/p/movil-iphone-7-plus-de-32gb-pantalla-plata-1339993#specifications,08/25/18 - 18:36:54,Apple,759.0,5.5
97,32.0,"Móvil - Samsung Galaxy A6+, 6"", FHD+, Super AMOLED, Octa-Core, 3 GB RAM, 32 GB, Dual 16 MP + 5 MP, 24 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-a6-plus-6-fhd-plus-1406782#specifications,08/25/18 - 18:36:56,Samsung,279.0,6.0
98,32.0,"Móvil - Motorola Moto G6 play, 5.7"", HD+, Qualcomm Snapdragon 430, 3GB RAM, 32GB, Cámara 13MP + 8MP, 4G, Fine Gold",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g6-play-5.7-hdplus-1407518#specifications,08/25/18 - 18:36:58,Motorola,199.0,5.5
99,64.0,"Móvil - Samsung Galaxy S9, 5.8'', Curva Super AMOLED, Octa-Core, 64 GB, 4 GB RAM, 12 MP + 8 MP, Red 4G, 3000 mAh, Violeta",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-s9-5.8-violeta-1398569#specifications,08/25/18 - 18:37:00,Samsung,805.0,5.8
100,32.0,"Móvil - BQ Aquaris X2, 5.65"", Full HD+, Snapdragon 636, 3 GB RAM, 32 GB, 4G, 12 MP, Huella dactilar, Blanco",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-x2-5.65-full-hd-blanco-1409782#specifications,08/25/18 - 18:37:02,BQ,299.0,5.5
101,16.0,"Móvil - Samsung Galaxy J3 (2017), 5'', HD, 16 GB, 2 GB RAM, Dual SIM, Dorado",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-j3-2017-16-gb-5-hd-1372131#specifications,08/25/18 - 18:37:03,Samsung,159.0,5.0
102,16.0,"Móvil - Alcatel 3C, 6"", DS, 3G, Quad Core, 16 GB, 8 MP, Negro",https://tiendas.mediamarkt.es/p/movil-alcatel-3c-6-ds-3g-quad-core-16-gb-1409183#specifications,08/25/18 - 18:37:05,Alcatel,108.0,5.5
103,128.0,"Móvil - OPPO A3, 6.28"", Full HD+, Mediatek P60, 4 GB RAM, 128 GB, 16 MP + 8 MP, Dual Sim, Android 8.0, Plateado",https://tiendas.mediamarkt.es/p/movil-oppo-a3-6.23-full-hd-plus-ips-mediatek-p60-1426485#specifications,08/25/18 - 18:37:05,Oppo,299.0,6.28
104,32.0,"Móvil - iPhone 7 PLUS de 32GB, pantalla Retina HD de 5.5"" y doble cámara, Dorado",https://tiendas.mediamarkt.es/p/movil-iphone-7-plus-de-32gb-pantalla-dorado-1339994#specifications,08/25/18 - 18:37:07,Apple,759.0,5.5
105,16.0,"Móvil - Samsung A3 2017, 4.7'', Red 4G, 16 GB, 13 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-samsung-a3-2017-pantalla-4-7-dorado-1353457#specifications,08/25/18 - 18:37:09,Samsung,199.0,5.5
106,128.0,"Pack Móvil - Xiaomi Mi Mix 2 SE, 5.99"" FHD, 128 GB, 8 GB RAM, 12MP + 5MP, Blanco + Pulsera de actividad - Xiaomi MiBand 2, Pulsómetro, Negra",https://tiendas.mediamarkt.es/p/pack-movil-xiaomi-mi-mix-2-negro-pulsera-actividad-miband-2-200007578#specifications,08/25/18 - 18:37:11,Xiaomi,622.99,5.99
107,32.0,"Móvil - Xiaomi Redmi Note 5A, 5.5'', HD, 2GB RAM, 13MP, Memoria 32GB, Dual Sim, Rosa",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-note-5a-rosa-1384738#specifications,08/25/18 - 18:37:12,Xiaomi,163.0,5.5
108,32.0,"Móvil - BQ Aquaris U2, 5.2"", HD, Dual SIM, 4G, Octa-Core, 32GB, Cámara 13MP, negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-u2-5.2-hd-dual-sim-4g-1391957#specifications,08/25/18 - 18:37:14,BQ,179.0,5.2
109,32.0,"Móvil - Sony Xperia XA2 Ultra, 6"" Full HD, Snapdragon 630, 4 GB RAM, 32 GB, 23 MP, Vídeo 4K, Azul",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa2-ultra-azul-1399656#specifications,08/25/18 - 18:37:15,Sony,369.0,6.0
110,16.0,"Móvil - Meizu M5, 5.2"" HD, 2 GB RAM, 16 GB de memoria, 12 + 5 MPx, Dual Sim, Negro",https://tiendas.mediamarkt.es/p/movil-meizu-m5s-5-2-hd-3-gb-ram-8-1364293#specifications,08/25/18 - 18:37:17,Meizu,99.0,5.2
111,64.0,"Móvil - Asus Zenfone Zoom 3 ZE553KL, 5.5"" Full HD, 4 GB RAM, Memoria de 64 GB, 13 MPx + 2*12 MPx, Negro",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-zoom-s-ze553kl-5.5-1367714#specifications,08/25/18 - 18:37:18,Asus,299.0,5.5
112,32.0,"Móvil - iPhone 7 PLUS de 32GB, pantalla Retina HD de 5.5"" y doble cámara, Negro brillante",https://tiendas.mediamarkt.es/p/movil-iphone-7-plus-de-32gb-pantalla-1376792#specifications,08/25/18 - 18:37:19,Apple,759.0,5.5
113,64.0,"Móvil - Samsung Galaxy S9, 5.8'', Curva Super AMOLED, Octa-Core, 64 GB, 4 GB RAM, 12 MP + 8 MP, Red 4G, 3000 mAh, Azul",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-s9-5.8-azul-1398566#specifications,08/25/18 - 18:37:21,Samsung,805.0,5.8
114,128.0,"Móvil - Huawei P20, 5.8"" Full HD+, Kirin 970+IA, 4 GB RAM, 128 GB, Doble cámara, Dual SIM, Lila",https://tiendas.mediamarkt.es/p/movil-huawei-p20-5.8-full-hd-plus-kirin-1422849#specifications,08/25/18 - 18:37:23,Huawei,549.0,5.8
115,32.0,"Móvil - Apple iPhone 6S Plus, 5.5'', 32 GB, Red 4G, Dorado",https://tiendas.mediamarkt.es/p/movil-apple-iphone-6s-plus-32gb-pant-1340149#specifications,08/25/18 - 18:37:25,Apple,555.0,5.5
