,Almacenamiento interno,Descripcion,Direccion,Fecha,Marca,Precio,Pulgadas
116,16.0,"Móvil - BQ Aquaris V, 5.2'', HD, Snapdragon 435, 2 GB RAM, 16 GB, 4G, 12 MP + 8 MP, Huella dactilar, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-v-16gb-4g-12-mpx-huella-1378853#specifications,08/25/18 - 18:37:26,BQ,166.0,5.2
117,64.0,"Móvil - LG Q6+, 5.5"", Full HD, Snapdragon 435, 4 GB RAM, 64 GB, 13 MP + 5 MP, Negro",https://tiendas.mediamarkt.es/p/movil-lg-q6-5.5plus-full-hd-snapdragon-1386226#specifications,08/25/18 - 18:37:28,LG,249.0,5.5
118,16.0,"Móvil - Motorola Moto E5, 5.7"", HD+, Qualcomm Snapdragon 425, 2GB RAM, 16GB, Cámara 13MP + 5MP, 4G, Fine gold",https://tiendas.mediamarkt.es/p/movil-motorola-moto-e5-5.7-hdplus-1409665#specifications,08/25/18 - 18:37:31,Motorola,149.0,5.5
119,64.0,"Móvil - Huawei Mate 10, 5.9'', QHD, Kirin 970, 64 GB, 4 GB RAM, 12 MP + 20 MP, 4K, Negro",https://tiendas.mediamarkt.es/p/movil-huawei-mate-10-kirin-970-5.9-64-gb-1383134#specifications,08/25/18 - 18:37:32,Huawei,499.0,5.9
120,64.0,"Móvil - Samsung Galaxy S9+, 6.2, Curva Super AMOLED, Octa-Core, 64 GB, 6 GB RAM, Cámara Dual 12 MP + 12 MP, Red 4G, 3500 mAh, Dorado",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-s9-plus-6.2-curva-super-amoled-1422263#specifications,08/25/18 - 18:37:34,Samsung,899.0,6.2
121,128.0,"Pack Móvil - Huawei P20, 5.8"" Full HD+, Kirin 970+IA, 4 GB RAM, 128 GB, Doble cámara, Dual SIM, Violeta + Altavoz inalámbrico Huawei Soundstone, Negro",https://tiendas.mediamarkt.es/p/pack-movil-huawei-p20-5.8-full-hd-plus-200008049#specifications,08/25/18 - 18:37:35,Huawei,549.0,5.8
122,64.0,"Móvil - Samsung Galaxy S8+, 6.2'', QHD+, Octa-Core, 4 GB RAM, Red 4G, 12 MP, 64 GB, Plata",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-s8-plus-64-gb-plata-1360797#specifications,08/25/18 - 18:37:36,Samsung,589.0,6.2
123,256.0,"Móvil - iPhone 8, 256GB, Red 4G LTE, Pantalla Retina HD de 4.7"", 12 Mpx, Dorado",https://tiendas.mediamarkt.es/p/movil-iphone-8-256gb-red-4g-lte-pantalla-1376798#specifications,08/25/18 - 18:37:37,Apple,935.0,4.7
124,128.0,"Móvil - Honor 10, 5.84"", 128 GB ROM, 4 GB RAM, 24 MP + 16 MP, Dual IA, Negro",https://tiendas.mediamarkt.es/p/movil-honor-10-5.84-128-gb-rom-4-gb-ram-negro-1418695#specifications,08/25/18 - 18:37:40,Honor,449.0,5.84
125,16.0,"Móvil - BQ Aquaris U2 Lite, 5.2"", HD, 16 GB, 2 GB RAM, 8 MP, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-u2-lite-5.2-hd-16-gb-2-1378859#specifications,08/25/18 - 18:37:42,BQ,139.0,5.5
126,32.0,"Móvil - Motorola Moto G6 play, 5.7"", HD+, Qualcomm Snapdragon 430, 3GB RAM, 32GB, Cámara 13MP + 8MP, 4G, índigo",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g6-play-hdplus-32gb-1407517#specifications,08/25/18 - 18:37:44,Motorola,193.0,5.5
127,32.0,"Móvil - iPhone 7, 32GB, Red 4G LTE, Pantalla Retina HD de 4.7"", 12 Mpx, Plata",https://tiendas.mediamarkt.es/p/movil-iphone-7-de-32gb-con-red-4g-lte-plata-1339997#specifications,08/25/18 - 18:37:46,Apple,608.0,4.7
128,64.0,"Móvil - LG G7 ThinQ, 6.1"", Pantalla súper brillante LCD QHD+, Qualcomm Snapdragon 845 Octa-Core, 4 GB, 64 GB, 16 MP, 8 MP, Azul",https://tiendas.mediamarkt.es/p/movil-lg-g7-thinq-qhd-plus-1418329#specifications,08/25/18 - 18:37:48,LG,774.0,6.1
129,16.0,"Móvil - Honor 7A, 5.7"", FullView, 13 MP + 8 MP, 3000 mAh, Dual Sim, Azul",https://tiendas.mediamarkt.es/p/movil-honor-7a-5.7-fullview-13-mp-8-mp-1424791#specifications,08/25/18 - 18:37:49,Honor,140.0,5.7
130,128.0,"Móvil - OPPO R15 Pro, 6.28"", Full HD+, Qualcomm Snapdragon 660, 6 GB RAM, 128 GB, 16 MP + 20 MP, 20 MP, Violeta",https://tiendas.mediamarkt.es/p/movil-oppo-r15-pro-6.28-full-hd-plus-1426486#specifications,08/25/18 - 18:37:51,Oppo,649.0,6.28
131,8.0,"Móvil - Nokia 1, 4.5"" FWVGA, IPS, MediaTek MT6737M, 1 GB RAM, 8 GB, 5 MP + 2 MP, Dual SIM, Rojo",https://tiendas.mediamarkt.es/p/movil-nokia-1-4.5-fwvga-ips-mediatek-rojo-1404169#specifications,08/25/18 - 18:37:52,Nokia,89.0,4.5
132,64.0,"Móvil - Samsung Galaxy S9, 5.8'', Curva Super AMOLED, Octa-Core, 64 GB, 4 GB RAM, 12 MP + 8 MP, Red 4G, 3000 mAh, Negro",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-s9-5.8-negro-1398567#specifications,08/25/18 - 18:37:54,Samsung,805.0,5.8
133,64.0,"Móvil - BQ Aquaris X2, 5.65"", Full HD+, Snapdragon 636, 4 GB RAM, 64 GB, 4G, 12 MP, Huella dactilar, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-x2-5.65-full-hd-negro-1409783#specifications,08/25/18 - 18:37:55,BQ,329.9,5.5
134,32.0,"Móvil - BQ Aquaris V, 5.2'' , HD, 32 GB, 4G, 3 GB RAM, 12 MP, Huella dactilar, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-v-5.2-pulgadas-32gb-4g-1378852#specifications,08/25/18 - 18:37:56,BQ,199.0,5.2
135,32.0,"Móvil - Sony Xperia XA1, 5"" HD, Dual Sim, Cámara 23 MPx, 3 GB RAM, 32 GB, Mediatek Helio P20, Negro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa1-5-hd-dual-sim-1373865#specifications,08/25/18 - 18:37:57,Sony,199.0,5.0
136,32.0,"Móvil - Asus ZenFone 3 Max, 5.2"", HD, Dual SIM, Red 4G, 32 GB, 3 GB RAM, Plata",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-3-max-5.2-hd-dual-sim-1383867#specifications,08/25/18 - 18:37:59,Asus,199.0,5.2
137,128.0,"Móvil - OPPO A3, 6.28"", Full HD+, Mediatek P60, 4 GB RAM, 128 GB, 16 MP + 8 MP, Dual Sim, Android 8.0, Negro",https://tiendas.mediamarkt.es/p/movil-oppo-a3-6.23-full-hd-plus-ips-mediatek-p60-1426484#specifications,08/25/18 - 18:38:00,Oppo,299.0,6.28
138,16.0,"Móvil - Honor 7A, 5.7"", FullView, 13 MP + 8 MP, 3000 mAh, Dual Sim, Dorado",https://tiendas.mediamarkt.es/p/movil-honor-7a-5.7-fullview-13-mp-8-mp-1424792#specifications,08/25/18 - 18:38:02,Honor,140.0,5.7
139,32.0,"Móvil - Sony Xperia XA1, 5"" HD, Dual Sim, Cámara 23 MPx, 3 GB RAM, 32 GB, Mediatek Helio P20, Blanco",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa1-5-hd-3-gb-ram-32-gb-1373866#specifications,08/25/18 - 18:38:03,Sony,199.0,5.0
140,16.0,"Móvil - Wiko Lenny 4, 5"", 2 GB RAM, 16 GB, Dual Sim, Negro",https://tiendas.mediamarkt.es/p/movil-wiko-lenny-4-5-2-gb-ram-16-gb-dual-1407895#specifications,08/25/18 - 18:38:05,Wiko,89.9,5.5
141,32.0,"Móvil - Sony Xperia XA1 Plus, 5.5"", Full HD, Mediatek Helio P20, 4 GB RAM, 32 GB, 4G, 23 MP + 8 MP, Azul",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa1-plus-azul-1380754#specifications,08/25/18 - 18:38:06,Sony,249.0,5.5
142,32.0,"Móvil - BQ Aquaris V Plus, 5.5 pulgadas, 32 GB, 4G, 3 RAM, 12 Mpx, Full HD, Quick Charge 3.0, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-v-plus-5.5-pulgadas-32-1378855#specifications,08/25/18 - 18:38:07,BQ,219.0,5.5
143,16.0,"Móvil - LG K8 (2017), Pantalla 5"", Quadcore, 1,5 GB de RAM, 16 GB eMMC, 13Mpx+5Mpx, Negro",https://tiendas.mediamarkt.es/p/movil-lg-k8-2017-pantalla-5-quadcore-15-1375389#specifications,08/25/18 - 18:38:09,LG,119.0,5.5
144,64.0,"Móvil - BQ Aquaris V Plus, 5.5'', Full HD, 64 GB, Red 4G, 4 GB RAM, 12 MP + 8 MP, Quick Charge 3.0, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-v-plus-5.5-pulgadas-64-1378857#specifications,08/25/18 - 18:38:11,BQ,259.0,5.5
145,64.0,"Móvil - Nokia 7 Plus, 6"", Full HD+, Qualcomm Snapdragon 660, 4 GB RAM, 64 GB, 12 MP + 13 MP, 16 MP, 3800 mAh, Negro",https://tiendas.mediamarkt.es/p/movil-nokia-7-plus-qualcomm-snapdragon-1404167#specifications,08/25/18 - 18:38:13,Nokia,399.0,5.5
146,32.0,"Móvil - Sony Xperia XA1, 5"" HD, Dual Sim, Cámara 23 MPx, 3 GB RAM, 32 GB, Mediatek Helio P20, Oro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa1-5-hd-dual-sim-1373867#specifications,08/25/18 - 18:38:14,Sony,199.0,5.0
147,16.0,"Móvil - Alcatel 1X, 5.3"", Mediatek MT6739, RAM 2 GB, Capacidad 16 GB, 13 MP + 8 MP, Vídeos Full HD, Negro",https://tiendas.mediamarkt.es/p/movil-alcatel-1x-5.3-1gb-16gb-negro-1418091#specifications,08/25/18 - 18:38:15,Alcatel,109.99,5.3
148,16.0,"Móvil - Alcatel 1X, 5.3"", Mediatek MT6739, RAM 2 GB, Capacidad 16 GB, 13 MP + 8 MP, Vídeos Full HD, Dorado",https://tiendas.mediamarkt.es/p/movil-alcatel-1x-5.3-1gbram-16gb-dorado-1418108#specifications,08/25/18 - 18:38:16,Alcatel,109.99,5.3
149,64.0,"Móvil - Sony Xperia XZ2, 5.7'', Full HD+, 4K, HDR, Snapdragon 845, 4 GB RAM, 64 GB, 19 MP + 5 MP, Verde",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xz2-5.7-full-hd-4k-hdr-verde-1401425#specifications,08/25/18 - 18:38:17,Sony,758.0,5.7
150,64.0,"Móvil - Nokia 7 Plus, 6"", Full HD+, Qualcomm Snapdragon 660, 4 GB RAM, 64 GB, 12 MP + 13 MP, 16 MP, 3800 mAh, Blanco",https://tiendas.mediamarkt.es/p/movil-nokia-7-plus-6-qualcomm-snapdragon-1404168#specifications,08/25/18 - 18:38:18,Nokia,399.0,5.5
151,8.0,"Móvil - Nokia 1, 4.5"" FWVGA, IPS, MediaTek MT6737M, 1 GB RAM, 8 GB, 5 MP + 2 MP, Dual SIM, Azul",https://tiendas.mediamarkt.es/p/movil-nokia-1-4.5-fwvga-ips-mediatek-azul-1404170#specifications,08/25/18 - 18:38:20,Nokia,89.0,4.5
152,16.0,"Móvil - ZTE Blade V8 Mini, 5 Pulgadas, 2 GB RAM, Dual Sim, 4G, 13Mpx+5Mpx, Negro",https://tiendas.mediamarkt.es/p/movil-zte-blade-v8-mini-5-pulgadas-negro-1371225#specifications,08/25/18 - 18:38:21,ZTE,139.0,5.0
153,32.0,"Móvil - Honor 9 Lite, 5.65"", 32GB, 4 cámaras, 13 + 2 MP, RAM 3GB, Pantalla infinita Full HD+, Octa Core, Dual SIM, 4G, Negro",https://tiendas.mediamarkt.es/p/movil-honor-9-lite-5.65-32gb-fhd-negro-1397099#specifications,08/25/18 - 18:38:22,Honor,199.0,5.65
154,16.0,"Móvil - Wiko Jerry 3, 5.45 pulgadas, Dual SIM, 3G, 4 núcleos, 16 GB, 1 Gb RAM, Android 8.1 Oreo Go Edition, Rojo",https://tiendas.mediamarkt.es/p/movil-wiko-jerry-3-5.45-pulgadas-dual-sim-1408836#specifications,08/25/18 - 18:38:23,Wiko,89.99,5.45
155,32.0,"Móvil - Sony Xperia XA1, 5"" HD, Dual Sim, Cámara 23 MPx, 3 GB RAM, 32 GB, Mediatek Helio P20, Rosa",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa1-5-hd-3-gb-ram-32-gb-1373868#specifications,08/25/18 - 18:38:25,Sony,199.0,5.0
156,16.0,"Móvil - Motorola Moto C Plus, 5"", HD, MediaTek MT6737, 2 GB RAM, 16 GB, 8 MP + 2 MP, 4G, Negro",https://tiendas.mediamarkt.es/p/movil-motorola-moto-c-plus-hd-5-2-gb-ram-1367739#specifications,08/25/18 - 18:38:27,Motorola,124.0,5.0
157,16.0,"Móvil - Sony XPERIA L1, 5.5"", Red 4G, 4 núcleos, Capacidad 16GB, Cámara de 13 MP, Blanco",https://tiendas.mediamarkt.es/p/smartphone-sony-xperia-l1-5-5-red-4g-4-1362897#specifications,08/25/18 - 18:38:29,Sony,179.0,5.5
158,64.0,"Móvil - Sony Xperia XZ1, 5.2'', 4GB RAM, 64GB, Snapdragon 835, Rosa",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xz1-5.2-64gb-rosa-1376884#specifications,08/25/18 - 18:38:29,Sony,389.0,5.2
159,64.0,"Móvil - LG V30, 6"" OLED FullVision QHD+, 64 GB, Cámara dual 16MP y 13MP, 3300 mAh, Rosa",https://tiendas.mediamarkt.es/p/movil-lg-v30-6-oled-fullvision-qhd-64-gb-1397251#specifications,08/25/18 - 18:38:31,LG,699.0,6.0
160,32.0,"Móvil - Nokia 6.1, 5.5"", Full HD, IPS, Snapdragon 630, 3 GB RAM, 32 GB, 16 MP + 8 MP, Vídeo 4K, Negro",https://tiendas.mediamarkt.es/p/movil-nokia-6.1-5.5-full-hd-ips-negro-1404165#specifications,08/25/18 - 18:38:32,Nokia,229.0,5.5
161,32.0,"Móvil - BQ Aquaris V, 5.2'', 32 GB, 4G, 3 GB RAM, 12 Mpx, Huella dactilar, HD, Blanco y oro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-v-5.2-pulgadas-32-gb-4g-1398190#specifications,08/25/18 - 18:38:34,BQ,199.0,5.2
162,16.0,"Móvil - Motorola Moto E5 Plus, 6"", HD+, Qualcomm Snapdragon 425, 2GB RAM, 16GB, Cámara 12MP + 5MP, 4G, Lector de huella, Gris",https://tiendas.mediamarkt.es/p/movil-motorola-moto-e5-plus-6-hd-gris-1409663#specifications,08/25/18 - 18:38:35,Motorola,164.0,5.5
163,16.0,"Móvil - ZTE Blade A6, 5.2'', HD, 2GB RAM, 16GB, Negro",https://tiendas.mediamarkt.es/p/movil-zte-blade-a6-5.2-pulgadas-2-gb-ram-1373576#specifications,08/25/18 - 18:38:37,ZTE,169.0,5.2
164,64.0,"Móvil - Asus ZENFONE 4 SELFIE, 5.5, 4G, 20MP frontal y 16MP trasera, 64GB, Negro",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-4-selfie-5.5-4g-20mp-1391971#specifications,08/25/18 - 18:38:38,Asus,299.0,5.5
165,16.0,"Móvil - Alcatel 3C, 6"", DS, 3G, Quad Core, 16 GB, 8 MP, Blanco",https://tiendas.mediamarkt.es/p/movil-alcatel-3c-6-ds-3g-quad-core-16-gb-1409186#specifications,08/25/18 - 18:38:40,Alcatel,109.99,5.5
166,32.0,"Móvil - BQ Aquaris X2, 5.65"", Full HD+, Snapdragon 636, 3 GB RAM, 32 GB, 4G, 12 MP, Huella dactilar, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-x2-5.65-full-hd-negro-1409781#specifications,08/25/18 - 18:38:41,BQ,299.0,5.5
167,32.0,"Móvil - Motorola Moto G6, 5.7"", Full HD+, Qualcomm Snapdragon 450, 3GB RAM, 32GB, Cámara 12MP + 8MP, 4G, índigo",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g6-full-hdplus-32gb-1407516#specifications,08/25/18 - 18:38:42,Motorola,241.0,5.5
168,16.0,"Móvil - Wiko Jerry 3, 5.45 pulgadas, Dual SIM, 3G, 4 núcleos, 16 GB, 1 Gb RAM, Android 8.1 Oreo Go Edition, Azul",https://tiendas.mediamarkt.es/p/movil-wiko-jerry-3-5.45-pulgadas-dual-sim-1408834#specifications,08/25/18 - 18:38:44,Wiko,89.9,5.45
169,64.0,"Móvil - Samsung Galaxy S9, 5.8"", Curva Super AMOLED, Octa-Core, 64 GB, 4 GB RAM, 12 MP + 8 MP, Red 4G, 3000 mAh, Dorado",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-s9-5.8-curva-super-amoled-1422262#specifications,08/25/18 - 18:38:46,Samsung,805.0,5.8
170,8.0,"Móvil - Wiko Sunny 2, 4"", Quad-Core, Dual Sim, 8 GB, 5 MP + 2 MP, Plateado",https://tiendas.mediamarkt.es/p/movil-wiko-sunny-2-4-quad-core-dual-sim-8-1407855#specifications,08/25/18 - 18:38:46,Wiko,56.99,4.0
171,32.0,"Móvil - LG Q6, Pantalla 5.5 pulgadas Fullvision Full HD, reconocimiento facial, Platino",https://tiendas.mediamarkt.es/p/movil-lg-q6-pantalla-5.5-pulgadas-1374387#specifications,08/25/18 - 18:38:48,LG,219.0,5.5
172,64.0,"Móvil gaming - Razer Phone, 5.7"", Qualcomm Snapdragon 835, 8 GB RAM, 64 GB, 120 Hz, UltraMotion, 12 MP + 8 MP, 4000 mAh, Negro",https://tiendas.mediamarkt.es/p/movil-gaming-razer-phone-5.7-qualcomm-1423898#specifications,08/25/18 - 18:38:50,Razer,779.0,5.5
173,32.0,"Móvil - iPhone 7, 32GB, Red 4G LTE, Pantalla Retina HD de 4.7"", 12 Mpx, Negro brillante",https://tiendas.mediamarkt.es/p/movil-iphone-7-32gb-red-4g-lte-pantalla-1376791#specifications,08/25/18 - 18:38:51,Apple,608.0,4.7
174,16.0,"Móvil - LG K11, 5.3"", HD, IPS, Mediatek MT6750, 2 GB RAM, 16 GB, 13 MP + 8 MP, Azul",https://tiendas.mediamarkt.es/p/movil-lg-k11-5.3-hd-ips-mediatek-mt6750-2-gb-azul-1422406#specifications,08/25/18 - 18:38:52,LG,190.0,5.3
175,32.0,"Móvil - BQ Aquaris V Plus, 5.5 pulgadas, 32 GB, 4G, 3 RAM, 12 Mpx, Full HD, Quick Charge 3.0, Blanco",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-v-plus-5.5-pulgadas-32-1378856#specifications,08/25/18 - 18:38:55,BQ,219.0,5.5
176,16.0,"Móvil - Nokia 3.1, 5.2"", MediaTek MT6750, 16 GB, Dual SIM, 4G, Negro",https://tiendas.mediamarkt.es/p/movil-nokia-3.1-5.2-mediatek-mt6750-16-gb-1423669#specifications,08/25/18 - 18:38:56,Nokia,149.0,5.2
177,16.0,"Móvil - Alcatel 3L, 5.5"", 4G, Quad Core, 2 GB RAM, 16 GB, 13 MP, Azul",https://tiendas.mediamarkt.es/p/movil-alcatel-3l-5.5-4g-quad-core-2-gb-1421847#specifications,08/25/18 - 18:38:58,Alcatel,119.0,5.5
178,8.0,"Tablet - Alcatel Pixi 4, 7"", 8 GB, 2 MP, Blanco",https://tiendas.mediamarkt.es/p/tablet-alcatel-pixi-4-7-8-gb-2-mp-blanco-1404299#specifications,08/25/18 - 18:38:59,Alcatel,79.0,7.0
179,128.0,"Móvil - Apple iPhone 6S de 128GB con red 4G, pantalla retina HD de 4,7"" y cámara 12 mp, dorado",https://tiendas.mediamarkt.es/p/movil-iphone-6s-de-128gb-con-red-4g-p-1296079#specifications,08/25/18 - 18:39:00,Apple,639.0,4.7
180,128.0," Móvil - Honor View 10, 5.99"", 6 GB RAM, 128 GB ROM, Cámara doble lente 20 + 16 MP, Azul",https://tiendas.mediamarkt.es/p/-movil-honor-view-10-5.99-6-gb-ram-128-gb-1397296#specifications,08/25/18 - 18:39:01,Honor,465.0,5.5
181,16.0,"Móvil - Alcatel 3C, 6"", DS, 3G, Quad Core, 16 GB, 8 MP, Azul",https://tiendas.mediamarkt.es/p/movil-alcatel-3c-6-ds-3g-quad-core-16-gb-1409184#specifications,08/25/18 - 18:39:02,Alcatel,109.99,5.5
182,32.0,"Móvil - ASUS ZENFONE MAX PLUS, Plata Azul, 5.7”, 4G, 8 MP frontal y 8 MP+16 MP trasera, 32GB internos, Android™ 7.0",https://tiendas.mediamarkt.es/p/asus-zenf-max-plus-57pds4g8n32gbb-1397517#specifications,08/25/18 - 18:39:03,Asus,299.0,5.7
183,16.0,"Móvil - Meizu M5C, 5"" HD, 2 GB RAM, 16 GB, 8 + 5 Mpx, Negro",https://tiendas.mediamarkt.es/p/movil-meizu-m5c-5-hd-2-gb-ram-16-gb-8-5-1380764#specifications,08/25/18 - 18:39:05,Meizu,113.0,5.0
184,32.0,"Móvil - Sony Xperia XA2 Ultra, 6"" Full HD, Snapdragon 630, 4 GB RAM, 32 GB, 23 MP, Vídeo 4K, Dorado",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa2-ultra-dorado-1399657#specifications,08/25/18 - 18:39:06,Sony,369.0,6.0
185,16.0,"Móvil - BQ Aquaris U2 Lite, 5.2"", HD, 16 GB, 2 GB RAM, 8 MP, Blanco",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-u2-lite-5.2-hd-16-gb-2-blanco-1378860#specifications,08/25/18 - 18:39:08,BQ,139.0,5.5
186,16.0,"Móvil - Wiko Lenny 4 Plus, 5.5"", 1 GB RAM, 16 GB, Dual Sim, Azul",https://tiendas.mediamarkt.es/p/movil-wiko-lenny-4-plus-5.5-1-gb-ram-16-1407893#specifications,08/25/18 - 18:39:10,Wiko,89.9,5.5
187,32.0,"Móvil - Alcatel 5, Pantalla 5.7"" HD+, Octa Core, RAM 3 GB, Capacidad 32 GB, Camara Selfie Dual 16 MP + 8 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-alcatel-5-5.7-octacore-ram3gb-32gb-dorado-1418095#specifications,08/25/18 - 18:39:11,Alcatel,199.99,5.7
188,64.0,"Pack Huawei - Huawei Mate 10 + Báscula AH100, Kirin 970, 5.9"", 64 GB, 4 GB RAM, Dorado",https://tiendas.mediamarkt.es/p/pack-huawei-huawei-mate-10-bascula-200006474#specifications,08/25/18 - 18:39:12,Huawei,499.0,5.9
189,16.0,"Móvil - Alcatel 1X, 5.3"", Mediatek MT6739, RAM 2 GB, Capacidad 16 GB, 13 MP + 8 MP, Vídeos Full HD, Azul",https://tiendas.mediamarkt.es/p/movil-alcatel-1x-5.3-ram1gb-16gb-azul-1418106#specifications,08/25/18 - 18:39:13,Alcatel,109.99,5.3
190,256.0,"Móvil - iPhone 7 de 256GB con red 4G LTE, pantalla Retina HD de 4.7"" y cámara gran angular de 12 Mpx, negro brillante",https://tiendas.mediamarkt.es/p/movil-iphone-7-de-256gb-con-red-4g-lte-negro-brillante-1340042#specifications,08/25/18 - 18:39:14,Apple,855.0,4.7
191,16.0,"Móvil - Motorola Moto C Plus, 5"", HD, MediaTek MT6737, 2 GB RAM, 16 GB, 8 MP + 2 MP, 4G, Dorado",https://tiendas.mediamarkt.es/p/movil-motorola-moto-c-plus-dorado-1367740#specifications,08/25/18 - 18:39:16,Motorola,122.0,5.0
192,8.0,"Móvil - Wiko Sunny 2, 4"", Quad-Core, Dual Sim, 8 GB, 5 MP + 2 MP, Lima",https://tiendas.mediamarkt.es/p/movil-wiko-sunny-2-4-quad-core-dual-sim-8-1407890#specifications,08/25/18 - 18:39:17,Wiko,59.9,4.0
193,32.0,"Móvil - Sony Xperia XA2, 5.2"" Full HD, RAM 3 GB, 32 GB, Cámara 23 MP, Vídeo 4K, Rosa",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa2-5.2-full-hd-ram-3-1399653#specifications,08/25/18 - 18:39:19,Sony,279.0,5.2
194,32.0,"Móvil - Sony Xperia XA2, 5.2"" Full HD, RAM 3 GB, 32 GB, Cámara 23 MP, Vídeo 4K, Azul",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa2-5.2-full-hd-ram-3-1399652#specifications,08/25/18 - 18:39:20,Sony,279.0,5.2
195,16.0,"Móvil - BQ Aquaris U2, 5.2"", HD, 16 GB, 2 GB RAM, 13 MP, Blanco y dorado",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-u2-5.2-hd-16-gb-2-gb-ram-1400302#specifications,08/25/18 - 18:39:22,BQ,159.0,5.5
196,64.0,"Móvil - Asus ZENFONE 4 SELFIE, 5.5”, 4G, 20 + 8 MP y 16GB, 64GB interno, Dorado",https://tiendas.mediamarkt.es/p/asus-zenf-4-selfie-5-5pds4g8n64gbg-1391973#specifications,08/25/18 - 18:39:24,Asus,291.0,5.5
197,8.0,"Móvil - Alcatel PIXI 4, 6"", red 3G, 8GB, Negro",https://tiendas.mediamarkt.es/p/movil-alcatel-pixi-4-6-tft-3g-8gb-negro-1337773#specifications,08/25/18 - 18:39:25,Alcatel,115.0,6.0
198,16.0,"Smartphone - ZTE Blade A910, 5.5"", MTK6735, 16 GB, 13 MP + 8 MP, Red 4G, Dual SIM, Gris",https://tiendas.mediamarkt.es/p/smartphone-zte-a910-5-5-red-4g-4-nucleos-1366588#specifications,08/25/18 - 18:39:27,ZTE,159.0,5.5
199,16.0,"Móvil - ZTE A910, 5.5"", Red 4G, 4 núcleos, Memoria 16GB, Dorado",https://tiendas.mediamarkt.es/p/smartphone-zte-a910-5-5-red-4g-4-nucleos-1366589#specifications,08/25/18 - 18:39:28,ZTE,159.0,5.5
200,128.0," Móvil - Honor View 10, 5.99"", 6 GB RAM, 128 GB ROM, Cámara doble lente 20 + 16 MP, Negro",https://tiendas.mediamarkt.es/p/-movil-honor-view-10-5.99-6-gb-ram-128-gb-1397297#specifications,08/25/18 - 18:39:30,Honor,465.0,5.5
201,32.0,"Móvil - Asus ZENFONE MAX PLUS, Metal oro, 5.7”, 4G, 8 MP frontal y 8 MP+16 MP trasera, 32GB internos, Android™ 7.0",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-max-plus-metal-oro-1397518#specifications,08/25/18 - 18:39:31,Asus,299.0,5.7
202,32.0,"Móvil - Honor 9 Lite, 5.65"", 32GB, 4 cámaras, 13 + 2 MP, RAM 3GB, Pantalla infinita Full HD+, Octa Core, Dual SIM, 4G, Gris",https://tiendas.mediamarkt.es/p/movil-honor-9-lite-5-65-32gb-doble-sensor-1397100#specifications,08/25/18 - 18:39:33,Honor,199.0,5.65
203,32.0,"Móvil - Asus ZENFONE MAX PLUS NEGRO, 5.7"", 4G, 16+8MP trasera y 8MP delantera, Almacenamiento de 32GB, Android™ 7.0",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-max-plus-negro-5.7-4g-1397516#specifications,08/25/18 - 18:39:35,Asus,299.0,5.7
204,32.0,"Móvil - Blu Vivo 5R, 5.5"" Full HD, Red 4G, 3 GB RAM, 32GB, 13Mpx+8Mpx, Oro",https://tiendas.mediamarkt.es/p/movil-blu-vivo-5r-5.5-full-hd-red-4g-3-gb-1389265#specifications,08/25/18 - 18:39:36,Blu,209.0,5.5
205,64.0,"Móvil - Sony Xperia XZ2, 5.7'', Full HD+, 4K, HDR, Snapdragon 845, 4 GB RAM, 64 GB, 19 MP + 5 MP, Plata",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xz2-5.7-full-hd-4k-hdr-plata-1401406#specifications,08/25/18 - 18:39:38,Sony,758.0,5.7
